Physical_Condition,SHAP_Impact,Support,Confidence,Lift,Rule_Strength,Rule_Type,Antecedent_Categories,Consequent_Categories,Antecedent_Features,Consequent_Features,Feature_Count_Antecedent,Feature_Count_Consequent,Description
NDVI_season_max_Low | year_High,EVI_8_NegativeImpact,0.082,0.4659090909090909,3.5296143250688705,1.9733752817430503,mixed,geo_temp | satellite,satellite,NDVI_season_max | year,EVI_8,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,EVI_8_NegativeImpact,0.082,0.4659090909090909,3.5296143250688705,1.9733752817430503,mixed,geo_temp | satellite,satellite,NDVI_season_max,EVI_8,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
NDVI_season_max_Low | NDVI_7_Low,NDVI_10_NegativeImpact,0.072,0.5373134328358208,3.0529172320217093,1.96844812572146,mixed,geo_temp | satellite,satellite,NDVI_season_max | NDVI_7,NDVI_10,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,PPT_season_mean_MediumImpact | EVI_season_max_NegativeImpact,0.076,0.4318181818181818,3.787878787878788,1.962809917355372,mixed,geo_temp | satellite,climate | geo_temp | satellite,NDVI_season_max,PPT_season_mean | EVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,NDVI_season_mean_MediumImpact | NDVI_10_NegativeImpact,0.078,0.4193548387096774,3.882915173237754,1.953983119435773,mixed,satellite,geo_temp | satellite,NDVI_8,NDVI_season_mean | NDVI_10,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
year_High | GPP_8_Low,GPP_6_MediumImpact,0.076,0.7169811320754716,2.2689276331502266,1.952133963616044,mixed,geo_temp | satellite,satellite,year | GPP_8,GPP_6,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low | NDVI_7_Low,GPP_7_MediumImpact,0.092,0.6865671641791045,2.3674729799279466,1.950515052119741,mixed,geo_temp | satellite,satellite,NDVI_season_max | NDVI_7,GPP_7,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low | year_High,GPP_6_MediumImpact,0.126,0.7159090909090909,2.265535097813579,1.946300606758029,mixed,geo_temp | satellite,satellite,NDVI_season_max | year,GPP_6,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,GPP_6_MediumImpact,0.126,0.7159090909090909,2.265535097813579,1.946300606758029,mixed,geo_temp | satellite,satellite,NDVI_season_max,GPP_6,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
NDVI_season_max_Low,TMIN_season_std_MediumImpact | GPP_10_NegativeImpact,0.094,0.5340909090909092,3.034607438016529,1.9449074943651397,mixed,geo_temp | satellite,climate | geo_temp | satellite,NDVI_season_max,TMIN_season_std | GPP_10,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,NDVI_season_max_NegativeImpact | GPP_5_MediumImpact,0.086,0.4623655913978494,3.5027696318018897,1.9434721828062096,mixed,satellite,geo_temp | satellite,NDVI_8,NDVI_season_max | GPP_5,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,GPP_10_NegativeImpact,0.096,0.5454545454545455,2.9644268774703564,1.940352137980597,mixed,geo_temp | satellite,satellite,NDVI_season_max,GPP_10,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
NDVI_season_max_Low | year_High,GPP_10_NegativeImpact,0.096,0.5454545454545455,2.9644268774703564,1.940352137980597,mixed,geo_temp | satellite,satellite,NDVI_season_max | year,GPP_10,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,EVI_8_NegativeImpact | TMIN_season_std_MediumImpact,0.08,0.4545454545454546,3.551136363636364,1.9369834710743803,mixed,geo_temp | satellite,climate | geo_temp | satellite,NDVI_season_max,EVI_8 | TMIN_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,year_HighNegativeImpact | GPP_6_MediumImpact,0.09,0.5113636363636364,3.156565656565657,1.93698347107438,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max,year | GPP_6,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,NDVI_season_std_MediumImpact | GPP_6_MediumImpact,0.098,0.5268817204301075,3.0632658164541136,1.9367745162096972,mixed,satellite,geo_temp | satellite,NDVI_8,NDVI_season_std | GPP_6,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,TMIN_season_std_MediumImpact | GPP_8_PositiveImpact,0.086,0.4886363636363636,3.301597051597052,1.9359364529819076,mixed,geo_temp | satellite,climate | geo_temp | satellite,NDVI_season_max,TMIN_season_std | GPP_8,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,GPP_season_std_MediumImpact | EVI_season_max_NegativeImpact,0.072,0.409090909090909,3.933566433566433,1.9310235219326124,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max,GPP_season_std | EVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,EVI_season_max_NegativeImpact | NDVI_season_max_NegativeImpact,0.076,0.4086021505376344,3.928866832092639,1.9264121241228416,mixed,satellite,geo_temp | satellite,NDVI_8,EVI_season_max | NDVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low | year_High,GPP_6_MediumImpact,0.162,0.7105263157894737,2.248500999333777,1.9171429573266945,mixed,geo_temp | satellite,satellite,NDVI_7 | year,GPP_6,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low,GPP_7_MediumImpact | TMIN_season_std_MediumImpact,0.15,0.6578947368421052,2.4187306501547985,1.90952419749063,mixed,satellite,climate | geo_temp | satellite,NDVI_7,GPP_7 | TMIN_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low | year_High,GPP_8_PositiveImpact,0.088,0.5,3.1645569620253164,1.8987341772151896,mixed,geo_temp | satellite,satellite,NDVI_season_max | year,GPP_8,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,GPP_8_PositiveImpact,0.088,0.5,3.1645569620253164,1.8987341772151896,mixed,geo_temp | satellite,satellite,NDVI_season_max,GPP_8,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
NDVI_7_Low,TMIN_season_std_MediumImpact | GPP_6_MediumImpact,0.158,0.6929824561403508,2.279547553093259,1.895623754677552,mixed,satellite,climate | geo_temp | satellite,NDVI_7,TMIN_season_std | GPP_6,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,EVI_8_NegativeImpact | EVI_season_std_MediumImpact,0.072,0.409090909090909,3.859348198970841,1.8945891158584125,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max,EVI_8 | EVI_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,GPP_7_MediumImpact | EVI_season_max_NegativeImpact,0.072,0.409090909090909,3.859348198970841,1.8945891158584125,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max,GPP_7 | EVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
GPP_8_High | X_Low,NDVI_season_std_HighNegativeImpact,0.07,0.4929577464788733,3.2010243277848915,1.8935636868586685,mixed,geo_temp | satellite,geo_temp | satellite,GPP_8 | X,NDVI_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low | X_Medium,wilting_point_NegativeImpact,0.068,0.8292682926829269,1.9019914969791905,1.892713489676853,mixed,geo_temp | soil,soil,organic_matter | X,wilting_point,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,year_HighNegativeImpact | GPP_5_MediumImpact,0.09,0.5113636363636364,3.0805038335158814,1.8903091705665636,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max,year | GPP_5,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,GPP_7_MediumImpact | EVI_season_max_NegativeImpact,0.076,0.4086021505376344,3.854737269222966,1.890064725554486,mixed,satellite,geo_temp | satellite,NDVI_8,GPP_7 | EVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low | year_High,EVI_season_max_NegativeImpact,0.122,0.5350877192982456,2.940042413726624,1.887816707761306,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_7 | year,EVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low,EVI_season_max_NegativeImpact,0.122,0.5350877192982456,2.940042413726624,1.887816707761306,mixed,satellite,geo_temp | satellite,NDVI_7,EVI_season_max,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
NDVI_season_max_Low | NDVI_7_Low,GPP_10_NegativeImpact,0.072,0.5373134328358208,2.920181700194678,1.8828634246031355,mixed,geo_temp | satellite,satellite,NDVI_season_max | NDVI_7,GPP_10,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low | NDVI_8_Low,GPP_5_MediumImpact,0.112,0.7272727272727273,2.151694459386767,1.8778424372829965,mixed,geo_temp | satellite,satellite,NDVI_season_max | NDVI_8,GPP_5,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High | NDVI_7_High,GPP_6_HighPositiveImpact,0.218,0.6123595505617978,2.551498127340824,1.874921095821235,mixed,geo_temp | satellite,satellite,NDVI_season_max | NDVI_7,GPP_6,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low | X_Low,NDVI_season_std_MediumImpact,0.1,0.746268656716418,2.084549320436922,1.8667605854659004,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_8 | X,NDVI_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low | X_Low,year_HighNegativeImpact,0.094,0.7580645161290323,2.048823016564952,1.8637680344236012,mixed,geo_temp | satellite,geo_temp,NDVI_7 | X,year,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low | year_High,NDVI_10_NegativeImpact,0.092,0.5227272727272727,2.97004132231405,1.8630259203606312,mixed,geo_temp | satellite,satellite,NDVI_season_max | year,NDVI_10,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,NDVI_10_NegativeImpact,0.092,0.5227272727272727,2.97004132231405,1.8630259203606312,mixed,geo_temp | satellite,satellite,NDVI_season_max,NDVI_10,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
NDVI_season_max_Low,VPDMIN_8_MediumImpact | NDVI_season_mean_MediumImpact,0.094,0.5340909090909092,2.902667984189724,1.8603462989579596,mixed,geo_temp | satellite,climate | geo_temp | satellite,NDVI_season_max,VPDMIN_8 | NDVI_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low,GPP_7_MediumImpact | NDVI_season_mean_MediumImpact,0.112,0.4912280701754385,3.148897885739991,1.8561924379098893,mixed,satellite,geo_temp | satellite,NDVI_7,GPP_7 | NDVI_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,NDVI_season_mean_MediumImpact | VPDMIN_11_NegativeImpact,0.08,0.4301075268817204,3.584229390681004,1.8499248468030989,mixed,satellite,climate | geo_temp | satellite,NDVI_8,NDVI_season_mean | VPDMIN_11,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_Low | NDVI_8_Medium,Y_PositiveImpact,0.074,0.6727272727272727,2.2881880024737167,1.8471917692696915,mixed,satellite | soil,geo_temp,organic_matter | NDVI_8,Y,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,NDVI_season_mean_MediumImpact | TMIN_9_MediumImpact,0.084,0.4772727272727273,3.2248157248157256,1.8469399151217336,mixed,geo_temp | satellite,climate | geo_temp | satellite,NDVI_season_max,NDVI_season_mean | TMIN_9,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
GPP_8_High | X_Low,EVI_4_NegativeImpact,0.118,0.8309859154929577,1.8466353677621283,1.8414335779937845,mixed,geo_temp | satellite,satellite,GPP_8 | X,EVI_4,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,NDVI_season_std_MediumImpact | NDVI_season_max_NegativeImpact,0.084,0.4516129032258065,3.370245546461242,1.8264556509854477,mixed,satellite,geo_temp | satellite,NDVI_8,NDVI_season_std | NDVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,NDVI_7_NegativeImpact,0.072,0.409090909090909,3.7190082644628095,1.8256949661908333,mixed,geo_temp | satellite,satellite,NDVI_season_max,NDVI_7,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
NDVI_season_max_Low | year_High,NDVI_7_NegativeImpact,0.072,0.409090909090909,3.7190082644628095,1.8256949661908333,mixed,geo_temp | satellite,satellite,NDVI_season_max | year,NDVI_7,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,wilting_point_MediumImpact | GPP_6_MediumImpact,0.08,0.4545454545454546,3.342245989304813,1.8230432668935344,mixed,geo_temp | satellite,satellite | soil,NDVI_season_max,wilting_point | GPP_6,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,organic_matter_NegativeImpact | NDVI_season_mean_MediumImpact,0.084,0.4772727272727273,3.1818181818181825,1.8223140495867771,mixed,geo_temp | satellite,geo_temp | satellite | soil,NDVI_season_max,organic_matter | NDVI_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low | NDVI_7_Low,GPP_5_MediumImpact,0.096,0.7164179104477612,2.1195796167093524,1.8222057600366968,mixed,geo_temp | satellite,satellite,NDVI_season_max | NDVI_7,GPP_5,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,GPP_5_MediumImpact,0.126,0.7159090909090909,2.1180742334588487,1.8196183187441928,mixed,geo_temp | satellite,satellite,NDVI_season_max,GPP_5,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
NDVI_season_max_Low | year_High,GPP_5_MediumImpact,0.126,0.7159090909090909,2.1180742334588487,1.8196183187441928,mixed,geo_temp | satellite,satellite,NDVI_season_max | year,GPP_5,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,wilting_point_MediumImpact | NDVI_season_mean_MediumImpact,0.078,0.4193548387096774,3.615127919911012,1.8192256629229608,mixed,satellite,geo_temp | satellite | soil,NDVI_8,wilting_point | NDVI_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,VPDMIN_8_MediumImpact | NDVI_season_mean_MediumImpact,0.098,0.5268817204301075,2.863487611033193,1.8104631347177604,mixed,satellite,climate | geo_temp | satellite,NDVI_8,VPDMIN_8 | NDVI_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
year_High | NDVI_8_Low,GPP_10_NegativeImpact,0.098,0.5268817204301075,2.863487611033193,1.8104631347177604,mixed,geo_temp | satellite,satellite,year | NDVI_8,GPP_10,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,TMIN_season_std_MediumImpact | NDVI_10_NegativeImpact,0.088,0.5,3.012048192771084,1.8072289156626504,mixed,geo_temp | satellite,climate | geo_temp | satellite,NDVI_season_max,TMIN_season_std | NDVI_10,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,NDVI_season_std_MediumImpact | GPP_5_MediumImpact,0.09,0.5113636363636364,2.938871473354232,1.8033984041037328,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max,NDVI_season_std | GPP_5,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_Low | GPP_8_High,wilting_point_NegativeImpact,0.152,0.8085106382978723,1.8543821979309,1.7991452813967876,mixed,satellite | soil,soil,organic_matter | GPP_8,wilting_point,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_Medium | NDVI_7_High,NDVI_season_max_PositiveImpact,0.136,0.7640449438202248,1.9590895995390376,1.796199003622309,mixed,geo_temp | satellite,geo_temp | satellite,X | NDVI_7,NDVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low | X_Low,NDVI_season_max_NegativeImpact,0.074,0.5967741935483871,2.507454594741122,1.7956610323629976,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_7 | X,NDVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,GPP_6_MediumImpact | GPP_5_MediumImpact,0.086,0.4886363636363636,3.053977272727273,1.7907412190082646,mixed,geo_temp | satellite,satellite,NDVI_season_max,GPP_6 | GPP_5,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,TMEAN_10_MediumImpact | EVI_season_max_NegativeImpact,0.076,0.4086021505376344,3.648233486943164,1.7888112581140672,mixed,satellite,climate | geo_temp | satellite,NDVI_8,TMEAN_10 | EVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low | X_Low,GPP_5_MediumImpact,0.088,0.7096774193548386,2.0996373353693447,1.7880782468951837,mixed,geo_temp | satellite,satellite,NDVI_7 | X,GPP_5,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Medium | X_Low,TMIN_9_MediumImpact,0.078,0.75,1.984126984126984,1.7857142857142858,mixed,geo_temp | satellite,climate,NDVI_7 | X,TMIN_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low | X_Low,GPP_5_MediumImpact,0.082,0.7068965517241379,2.0914099163436037,1.774092549725953,mixed,geo_temp | soil,satellite,organic_matter | X,GPP_5,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low | NDVI_8_Low,NDVI_season_std_MediumImpact,0.112,0.7272727272727273,2.0314880650076184,1.7729350385521034,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max | NDVI_8,NDVI_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,GPP_season_std_MediumImpact | NDVI_season_mean_MediumImpact,0.08,0.4545454545454546,3.2467532467532467,1.770956316410862,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max,GPP_season_std | NDVI_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,TMIN_season_std_MediumImpact | GPP_5_MediumImpact,0.122,0.6931818181818182,2.126324595649749,1.768715459108655,mixed,geo_temp | satellite,climate | geo_temp | satellite,NDVI_season_max,TMIN_season_std | GPP_5,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low,TMIN_season_std_MediumImpact | EVI_season_max_NegativeImpact,0.116,0.5087719298245614,2.890749601275917,1.764878703936876,mixed,satellite,climate | geo_temp | satellite,NDVI_7,TMIN_season_std | EVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low | GPP_8_Low,NDVI_season_std_MediumImpact,0.074,0.7254901960784313,2.026508927593384,1.7642548310812989,mixed,satellite,geo_temp | satellite,NDVI_8 | GPP_8,NDVI_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low | NDVI_8_Medium,GPP_season_std_MediumImpact,0.078,0.7090909090909091,2.073365231259968,1.7642453240539362,mixed,satellite | soil,geo_temp | satellite,organic_matter | NDVI_8,GPP_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low | X_Low,NDVI_season_std_MediumImpact,0.1,0.7246376811594203,2.0241276010039675,1.7601109573947542,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max | X,NDVI_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low | X_Low,GPP_7_MediumImpact,0.09,0.6521739130434782,2.2488755622188905,1.759989570432175,mixed,geo_temp | satellite,satellite,NDVI_season_max | X,GPP_7,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,EVI_season_max_NegativeImpact | TMIN_9_MediumImpact,0.076,0.4086021505376344,3.584229390681003,1.7574286044629437,mixed,satellite,climate | geo_temp | satellite,NDVI_8,EVI_season_max | TMIN_9,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,GPP_7_MediumImpact | NDVI_season_max_NegativeImpact,0.076,0.4086021505376344,3.584229390681003,1.7574286044629437,mixed,satellite,geo_temp | satellite,NDVI_8,GPP_7 | NDVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low,NDVI_season_mean_MediumImpact | GPP_5_MediumImpact,0.1,0.4385964912280702,3.322700691121744,1.748789837432497,mixed,satellite,geo_temp | satellite,NDVI_7,NDVI_season_mean | GPP_5,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_Low | NDVI_season_max_Medium,NDVI_8_MediumImpact,0.074,0.7708333333333333,1.889297385620915,1.747600081699346,mixed,geo_temp | satellite,satellite,X | NDVI_season_max,NDVI_8,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,EVI_season_std_MediumImpact | NDVI_season_max_NegativeImpact,0.088,0.4731182795698924,3.072196620583717,1.744214855557207,mixed,satellite,geo_temp | satellite,NDVI_8,EVI_season_std | NDVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low,NDVI_season_mean_MediumImpact | GPP_6_MediumImpact,0.114,0.5,2.906976744186047,1.744186046511628,mixed,satellite,geo_temp | satellite,NDVI_7,NDVI_season_mean | GPP_6,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
year_High | NDVI_8_Low,NDVI_10_NegativeImpact,0.094,0.5053763440860215,2.8714565004887587,1.74139942610286,mixed,geo_temp | satellite,satellite,year | NDVI_8,NDVI_10,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,year_HighNegativeImpact | NDVI_season_std_MediumImpact,0.082,0.4659090909090909,3.1060606060606064,1.7365702479338845,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max,year | NDVI_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,year_HighNegativeImpact | GPP_6_MediumImpact,0.09,0.4838709677419354,2.9868578255675025,1.7343045438779046,mixed,satellite,geo_temp | satellite,NDVI_8,year | GPP_6,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_High | organic_matter_Medium,sand_percent_PositiveImpact,0.084,0.736842105263158,1.9596864501679732,1.7327753875169452,mixed,geo_temp | soil,soil,X | organic_matter,sand_percent,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,GPP_7_MediumImpact | GPP_6_MediumImpact,0.09,0.5113636363636364,2.8096903096903096,1.72412814458269,mixed,geo_temp | satellite,satellite,NDVI_season_max,GPP_7 | GPP_6,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_High | NDVI_7_High,NDVI_season_max_HighPositiveImpact,0.07,0.4320987654320988,3.3238366571699904,1.7234708592733283,mixed,geo_temp | satellite,geo_temp | satellite,X | NDVI_7,NDVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
year_High | GPP_8_Low,NDVI_season_std_MediumImpact,0.076,0.7169811320754716,2.0027405923895856,1.7231126606219829,mixed,geo_temp | satellite,geo_temp | satellite,year | GPP_8,NDVI_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
GPP_8_Low,NDVI_season_std_MediumImpact,0.076,0.7169811320754716,2.0027405923895856,1.7231126606219829,mixed,satellite,geo_temp | satellite,GPP_8,NDVI_season_std,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
NDVI_7_Low,year_HighNegativeImpact | NDVI_season_mean_MediumImpact,0.1,0.4385964912280702,3.273108143493061,1.722688496575295,mixed,satellite,geo_temp | satellite,NDVI_7,year | NDVI_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_High | organic_matter_High,EVI_season_std_PositiveImpact,0.09,0.5421686746987951,2.631886770382501,1.7123118747066872,mixed,geo_temp | satellite | soil,geo_temp | satellite,NDVI_season_max | organic_matter,EVI_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_High | NDVI_8_High,NDVI_7_PositiveImpact,0.136,0.8095238095238095,1.7598343685300206,1.70955338657202,mixed,satellite | soil,satellite,organic_matter | NDVI_8,NDVI_7,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_Medium | NDVI_7_High,GPP_6_HighPositiveImpact,0.104,0.5842696629213483,2.4344569288389515,1.70685519505113,mixed,geo_temp | satellite,satellite,X | NDVI_7,GPP_6,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High | organic_matter_Medium,NDVI_season_max_PositiveImpact,0.134,0.7444444444444445,1.9088319088319088,1.7052231718898383,mixed,satellite | soil,geo_temp | satellite,NDVI_8 | organic_matter,NDVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low | NDVI_7_Medium,wilting_point_NegativeImpact,0.096,0.7868852459016393,1.8047826740863289,1.7041882299569266,mixed,satellite | soil,soil,organic_matter | NDVI_7,wilting_point,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low | X_Low,year_HighNegativeImpact,0.084,0.7241379310344828,1.95712954333644,1.700678085933734,mixed,geo_temp | soil,geo_temp,organic_matter | X,year,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low,EVI_season_max_NegativeImpact | NDVI_season_mean_MediumImpact,0.094,0.4122807017543859,3.435672514619883,1.6997537703908894,mixed,satellite,geo_temp | satellite,NDVI_7,EVI_season_max | NDVI_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
